"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0071493","cellular response to UV-B","4/655","14/18860",0.285714285714286,8.226826608506,5.13081904341782,0.00109242018608398,0.00983178167475584,0.00692413696893832,"MFAP4/HYAL1/HYAL2/MME",4
"GO:1905651","regulation of artery morphogenesis","4/655","14/18860",0.285714285714286,8.226826608506,5.13081904341782,0.00109242018608398,0.00983178167475584,0.00692413696893832,"MDK/AKT3/EFNB2/EDN1",4
"GO:0030177","positive regulation of Wnt signaling pathway","14/655","156/18860",0.0897435897435897,2.58406733215894,3.76836818545654,0.00110221762901388,0.00990227602536538,0.00697378336623476,"SEMA5A/MACF1/SULF1/RECK/SOX4/GPC3/FGFR2/COL1A1/CDH3/ASPM/LGR4/ZEB2/BMP2/SCEL",14
"GO:0048708","astrocyte differentiation","10/655","90/18860",0.111111111111111,3.19932145886344,3.96700245007152,0.00111896766216371,0.0100286115615536,0.0070627565132746,"AGER/TAL1/QKI/ID4/PLPP3/LDLR/C5AR1/ZEB2/BMP2/IL6",10
"GO:0010563","negative regulation of phosphorus metabolic process","15/655","174/18860",0.0862068965517241,2.48223216635957,3.72578100552276,0.001122249389031,0.0100286115615536,0.0070627565132746,"RASIP1/ADARB1/SLIT2/HEG1/PID1/FBLN1/IGFBP3/CDKN1C/GPRC5A/PGK1/CEACAM1/DUSP1/SFN/FBP1/CDKN2A",15
"GO:0045936","negative regulation of phosphate metabolic process","15/655","174/18860",0.0862068965517241,2.48223216635957,3.72578100552276,0.001122249389031,0.0100286115615536,0.0070627565132746,"RASIP1/ADARB1/SLIT2/HEG1/PID1/FBLN1/IGFBP3/CDKN1C/GPRC5A/PGK1/CEACAM1/DUSP1/SFN/FBP1/CDKN2A",15
"GO:0060425","lung morphogenesis","8/655","61/18860",0.131147540983607,3.77624827931423,4.1194618435706,0.00117695607365296,0.0104803155675105,0.00738087387085324,"TCF21/FOXF1/TBX2/HOXA5/TGFBR2/FGFR2/ID1/TNC",8
"GO:1904645","response to amyloid-beta","8/655","61/18860",0.131147540983607,3.77624827931423,4.1194618435706,0.00117695607365296,0.0104803155675105,0.00738087387085324,"CD36/AGER/RAMP3/ADRB2/MMP12/MMP9/TYROBP/LCN2",8
"GO:0048562","embryonic organ morphogenesis","22/655","308/18860",0.0714285714285714,2.0567066521265,3.54665602731059,0.00118006707754482,0.0104894851337317,0.00738733163553537,"TCF21/FOXF1/TBX2/ENG/HOXA5/GATA2/TBX3/TGFBR2/HYAL1/COL11A1/HLX/FGFR2/EFEMP1/SOBP/FOXF2/ITGA8/TFAP2A/RBP4/EDN1/FOLR1/NR4A3/EDNRA",22
"GO:0048872","homeostasis of number of cells","25/655","369/18860",0.0677506775067751,1.95080576759966,3.49872195193897,0.00119659292248481,0.0106176555093723,0.00747759698780353,"TAL1/TGFBR3/EPAS1/EMCN/MIF/KLF2/HOXA5/GATA2/HBB/P2RY14/HBA1/HBA2/SOX4/AKT3/CCNB2/LGR4/GPI/IL7R/ZFP36/ADGRF5/PMAIP1/EZH2/CX3CR1/SLC7A11/IL6",25
"GO:0150076","neuroinflammatory response","10/655","91/18860",0.10989010989011,3.16416408019461,3.92531896126798,0.00121887177775319,0.0106675778011662,0.00751275529355314,"AGER/IL33/CLU/LDLR/C5AR1/ZEB2/MMP9/TYROBP/CX3CR1/IL6",10
"GO:2001057","reactive nitrogen species metabolic process","10/655","91/18860",0.10989010989011,3.16416408019461,3.92531896126798,0.00121887177775319,0.0106675778011662,0.00751275529355314,"CD36/CAV1/KLF2/KLF4/HBB/CLU/ACP5/EDN1/NQO1/CX3CR1",10
"GO:0010839","negative regulation of keratinocyte proliferation","5/655","24/18860",0.208333333333333,5.99872773536896,4.64788529268411,0.00122126833160177,0.0106675778011662,0.00751275529355314,"FGFR2/KLF9/PTCH1/EFNB2/SFN",5
"GO:0015669","gas transport","5/655","24/18860",0.208333333333333,5.99872773536896,4.64788529268411,0.00122126833160177,0.0106675778011662,0.00751275529355314,"HBB/HBA1/HBA2/CA2/AQP1",5
"GO:0061042","vascular wound healing","5/655","24/18860",0.208333333333333,5.99872773536896,4.64788529268411,0.00122126833160177,0.0106675778011662,0.00751275529355314,"CD34/GATA2/NDNF/ALOX5/MCAM",5
"GO:0061318","renal filtration cell differentiation","5/655","24/18860",0.208333333333333,5.99872773536896,4.64788529268411,0.00122126833160177,0.0106675778011662,0.00751275529355314,"EDNRB/PODXL/CD24/EDN1/EDNRA",5
"GO:0061620","glycolytic process through glucose-6-phosphate","5/655","24/18860",0.208333333333333,5.99872773536896,4.64788529268411,0.00122126833160177,0.0106675778011662,0.00751275529355314,"ENO1/PFKP/GPI/PGK1/GPR87",5
"GO:0072112","podocyte differentiation","5/655","24/18860",0.208333333333333,5.99872773536896,4.64788529268411,0.00122126833160177,0.0106675778011662,0.00751275529355314,"EDNRB/PODXL/CD24/EDN1/EDNRA",5
"GO:0072576","liver morphogenesis","5/655","24/18860",0.208333333333333,5.99872773536896,4.64788529268411,0.00122126833160177,0.0106675778011662,0.00751275529355314,"LIMS2/MDK/PTN/CEACAM1/IL6",5
"GO:0043588","skin development","23/655","329/18860",0.0699088145896656,2.01294693612381,3.51576513251495,0.00122783113603895,0.0107063476222082,0.0075400593529837,"LDB2/GATA6/KLF4/SOSTDC1/ST14/KAZN/FGFR2/COL1A1/CDH3/COL3A1/ZBED2/CLDN4/COL1A2/LGR4/COL5A2/ZFP36/SFN/EZH2/DSP/COL5A1/COMP/CDKN2A/SCEL",23
"GO:0006469","negative regulation of protein kinase activity","9/655","76/18860",0.118421052631579,3.40980313378867,3.99281289822778,0.00124398015317582,0.010790386872306,0.00759924489002004,"RASIP1/ADARB1/HEG1/CDKN1C/GPRC5A/CEACAM1/DUSP1/SFN/CDKN2A",9
"GO:0006801","superoxide metabolic process","9/655","76/18860",0.118421052631579,3.40980313378867,3.99281289822778,0.00124398015317582,0.010790386872306,0.00759924489002004,"CD36/DUOX1/FBLN5/SLC1A1/ACP5/F2RL1/EDN1/NQO1/TYROBP",9
"GO:0090307","mitotic spindle assembly","9/655","76/18860",0.118421052631579,3.40980313378867,3.99281289822778,0.00124398015317582,0.010790386872306,0.00759924489002004,"RCC1/CDC20/TPX2/NEK2/BIRC5/KIF2A/KIF4A/PRC1/KIF11",9
"GO:0043270","positive regulation of monoatomic ion transport","16/655","194/18860",0.0824742268041237,2.37475407255843,3.65077348571577,0.0012460327697782,0.010790386872306,0.00759924489002004,"FHL1/CAV1/FXYD6/FXYD1/WFS1/TRPV2/CAPN3/PLA2G1B/STK39/SLC6A4/MYLK/KCNN4/CXCL12/EDN1/EDNRA/LCN2",16
"GO:0060043","regulation of cardiac muscle cell proliferation","7/655","48/18860",0.145833333333333,4.19910941475827,4.20936771886826,0.00125908950523817,0.0108661149082198,0.00765257716593925,"TGFBR3/TBX2/GATA6/FGFR2/CCNB1/CDK1/RBP4",7
"GO:0120163","negative regulation of cold-induced thermogenesis","7/655","48/18860",0.145833333333333,4.19910941475827,4.20936771886826,0.00125908950523817,0.0108661149082198,0.00765257716593925,"QKI/ZNF423/NPR3/LAMA4/LGR4/ALDH1A1/ID1",7
"GO:0048565","digestive tract development","13/655","141/18860",0.0921985815602837,2.65475610416328,3.74099273339497,0.00128065782323222,0.0110333597078468,0.00777036109750613,"EDNRB/TCF21/FOXF1/CLDN18/HOXA5/GATA6/HLX/FGFR2/CCNB1/FOXF2/COL3A1/LGR4/AGR2",13
"GO:0042306","regulation of protein import into nucleus","8/655","62/18860",0.129032258064516,3.71534104900271,4.06208536429675,0.00131098023446047,0.0112753248834143,0.00794076764972285,"CD36/ANGPT1/PIK3R1/PKIG/HYAL2/ECT2/CDH1/CDK1",8
"GO:0034644","cellular response to UV","10/655","92/18860",0.108695652173913,3.12977099236641,3.88420785796957,0.0013259309395105,0.0113844837055075,0.0080176439129013,"MFAP4/HYAL1/PIK3R1/HYAL2/TIMP1/MME/AQP1/MMP1/MMP9/PBK",10
"GO:0032635","interleukin-6 production","15/655","177/18860",0.0847457627118644,2.44016043472636,3.65139520029306,0.00133312931496307,0.0114074223215855,0.00803379867760783,"CD36/AGER/KLF2/LPL/ARRB1/GAS6/INAVA/IL33/HYAL2/F2RL1/HSPD1/IRAK3/TYROBP/POU2AF1/IL6",15
"GO:0032675","regulation of interleukin-6 production","15/655","177/18860",0.0847457627118644,2.44016043472636,3.65139520029306,0.00133312931496307,0.0114074223215855,0.00803379867760783,"CD36/AGER/KLF2/LPL/ARRB1/GAS6/INAVA/IL33/HYAL2/F2RL1/HSPD1/IRAK3/TYROBP/POU2AF1/IL6",15
"GO:0003281","ventricular septum development","9/655","77/18860",0.116883116883117,3.365519976207,3.94524648758596,0.00136614882245157,0.0116057739284078,0.00817348990948018,"TGFBR3/SLIT2/HEG1/TBX3/TGFBR2/SMAD6/SOX4/FGFR2/HEY1",9
"GO:0032732","positive regulation of interleukin-1 production","9/655","77/18860",0.116883116883117,3.365519976207,3.94524648758596,0.00136614882245157,0.0116057739284078,0.00817348990948018,"CD36/AGER/LPL/INAVA/F2RL1/TYROBP/IGHD/EGR1/IL6",9
"GO:0005996","monosaccharide metabolic process","20/655","272/18860",0.0735294117647059,2.11719802424787,3.52032627971919,0.00137160826896671,0.0116057739284078,0.00817348990948018,"ACACB/LEPR/ENO1/GAPDH/SORBS1/PDK4/PFKP/IGFBP3/SORD/SLC2A1/KAT2B/FABP5/GPI/RBP4/PGK1/PMAIP1/FBP1/GCLC/GPR87/ATF3",20
"GO:0006691","leukotriene metabolic process","6/655","36/18860",0.166666666666667,4.79898218829516,4.32760076872094,0.00137242882169267,0.0116057739284078,0.00817348990948018,"DPEP2/PLA2G1B/ALOX5/GGTLC1/ALOX5AP/PLA2G4A",6
"GO:0032373","positive regulation of sterol transport","6/655","36/18860",0.166666666666667,4.79898218829516,4.32760076872094,0.00137242882169267,0.0116057739284078,0.00817348990948018,"ABCA8/CAV1/ABCA3/CES1/PTCH1/ABCG1",6
"GO:0032376","positive regulation of cholesterol transport","6/655","36/18860",0.166666666666667,4.79898218829516,4.32760076872094,0.00137242882169267,0.0116057739284078,0.00817348990948018,"ABCA8/CAV1/ABCA3/CES1/PTCH1/ABCG1",6
"GO:0032570","response to progesterone","6/655","36/18860",0.166666666666667,4.79898218829516,4.32760076872094,0.00137242882169267,0.0116057739284078,0.00817348990948018,"CAV1/CLDN4/DSG2/GPI/FOSB/FOS",6
"GO:0032640","tumor necrosis factor production","16/655","196/18860",0.0816326530612245,2.35052188814457,3.60505536368491,0.00138705166113353,0.0116902012911589,0.00823294877898657,"CD36/AGER/MIF/LPL/ANGPT1/GAS6/PIK3R1/IL33/HLA-E/CLU/ACP5/ZFP36/IRAK3/TYROBP/CX3CR1/IL6",16
"GO:0032680","regulation of tumor necrosis factor production","16/655","196/18860",0.0816326530612245,2.35052188814457,3.60505536368491,0.00138705166113353,0.0116902012911589,0.00823294877898657,"CD36/AGER/MIF/LPL/ANGPT1/GAS6/PIK3R1/IL33/HLA-E/CLU/ACP5/ZFP36/IRAK3/TYROBP/CX3CR1/IL6",16
"GO:0001890","placenta development","14/655","160/18860",0.0875,2.51946564885496,3.6611263142635,0.00140632808363172,0.0118278592317612,0.00832989584993707,"SPP1/EPAS1/GATA2/ST14/TPPP3/FGFR2/PHLDA2/CDKN1C/KRT8/MME/HEY1/PTN/KRT19/ADGRG6",14
"GO:0035264","multicellular organism growth","15/655","178/18860",0.0842696629213483,2.42645166823913,3.62693704356921,0.00141042527743819,0.0118278592317612,0.00832989584993707,"ADARB1/HEG1/KLF2/HOXA5/ADRB2/GHR/CACNA2D2/H3-3B/COL3A1/CDKN1C/PTCH1/SOCS2/WWTR1/GDF15/COMP",15
"GO:0055002","striated muscle cell development","15/655","178/18860",0.0842696629213483,2.42645166823913,3.62693704356921,0.00141042527743819,0.0118278592317612,0.00832989584993707,"CAV2/TBX3/MYH11/MEIS1/LMOD1/MYH10/CAPN3/CCNB1/NEBL/FHL2/RCAN1/MYL9/CDK1/EDN1/KRT19",15
"GO:0010883","regulation of lipid storage","7/655","49/18860",0.142857142857143,4.113413304253,4.13917238401971,0.00142567254398417,0.0118963404332454,0.00837812446551866,"CD36/ACACB/LPL/CES1/MSR1/ABCG1/IL6",7
"GO:0042743","hydrogen peroxide metabolic process","7/655","49/18860",0.142857142857143,4.113413304253,4.13917238401971,0.00142567254398417,0.0118963404332454,0.00837812446551866,"DUOX1/CAT/GPX3/HBB/HBA1/HBA2/PRDX4",7
"GO:0046189","phenol-containing compound biosynthetic process","7/655","49/18860",0.142857142857143,4.113413304253,4.13917238401971,0.00142567254398417,0.0118963404332454,0.00837812446551866,"KL/ALDH2/CDH3/ZEB2/GPR37/SLC7A11/NR4A2",7
"GO:0001886","endothelial cell morphogenesis","4/655","15/18860",0.266666666666667,7.67837150127226,4.90797985375062,0.00144900230622406,0.0119720846284742,0.00843146812180767,"CDH5/PECAM1/HEG1/ID1",4
"GO:0002934","desmosome organization","4/655","15/18860",0.266666666666667,7.67837150127226,4.90797985375062,0.00144900230622406,0.0119720846284742,0.00843146812180767,"CDH1/DSG2/PERP/DSP",4
"GO:0032905","transforming growth factor beta1 production","4/655","15/18860",0.266666666666667,7.67837150127226,4.90797985375062,0.00144900230622406,0.0119720846284742,0.00843146812180767,"GATA6/COL3A1/LAPTM4B/TYROBP",4
"GO:0070141","response to UV-A","4/655","15/18860",0.266666666666667,7.67837150127226,4.90797985375062,0.00144900230622406,0.0119720846284742,0.00843146812180767,"TIMP1/MME/MMP1/MMP9",4
"GO:0090306","meiotic spindle assembly","4/655","15/18860",0.266666666666667,7.67837150127226,4.90797985375062,0.00144900230622406,0.0119720846284742,0.00843146812180767,"CCNB2/ASPM/AURKA/NDC80",4
"GO:2000345","regulation of hepatocyte proliferation","4/655","15/18860",0.266666666666667,7.67837150127226,4.90797985375062,0.00144900230622406,0.0119720846284742,0.00843146812180767,"LIMS2/MDK/PTN/CEACAM1",4
"GO:0060038","cardiac muscle cell proliferation","8/655","63/18860",0.126984126984127,3.65636738155822,4.00588780285065,0.00145686199911112,0.0120173232005238,0.00846332786803808,"TGFBR3/TBX2/GATA6/MYH10/FGFR2/CCNB1/CDK1/RBP4",8
"GO:0042326","negative regulation of phosphorylation","12/655","126/18860",0.0952380952380952,2.74227553616867,3.72195820357132,0.00147041931978585,0.012109335574707,0.00852812856263828,"RASIP1/ADARB1/SLIT2/HEG1/FBLN1/IGFBP3/CDKN1C/GPRC5A/CEACAM1/DUSP1/SFN/CDKN2A",12
"GO:0010878","cholesterol storage","5/655","25/18860",0.2,5.7587786259542,4.51613933874466,0.00148343594487294,0.0121555388686286,0.0085606677245229,"CD36/LPL/CES1/MSR1/ABCG1",5
"GO:0050927","positive regulation of positive chemotaxis","5/655","25/18860",0.2,5.7587786259542,4.51613933874466,0.00148343594487294,0.0121555388686286,0.0085606677245229,"AGER/VEGFD/S1PR1/F2RL1/CXCL12",5
"GO:0072311","glomerular epithelial cell differentiation","5/655","25/18860",0.2,5.7587786259542,4.51613933874466,0.00148343594487294,0.0121555388686286,0.0085606677245229,"EDNRB/PODXL/CD24/EDN1/EDNRA",5
"GO:0050866","negative regulation of cell activation","18/655","235/18860",0.0765957446808511,2.20548968653565,3.52723120674553,0.00148567697283238,0.0121555388686286,0.0085606677245229,"LRRC32/THBD/HMGB3/MDK/SFTPD/HLA-E/FGR/HLX/TNFRSF21/VSIG4/LDLR/CEACAM1/ADGRF5/TYROBP/SCGB1A1/CDKN2A/MNDA/GCLC",18
"GO:1903829","positive regulation of protein localization","29/655","459/18860",0.0631808278867102,1.81922200602039,3.37032575058103,0.00149239282614946,0.0121906966674121,0.00858542797880403,"CD36/PECAM1/SPTBN1/RAMP3/GAS6/FERMT2/MYH10/EPB41L2/SOX4/PIK3R1/SORBS1/PLA2G1B/HYAL2/ECT2/CDH1/CDK1/KCNN4/DSG2/NEDD9/WWTR1/RBP4/F2RL1/EDN1/ABCG1/SFN/TYROBP/CDKN2A/AGR2/NMU",29
"GO:2000242","negative regulation of reproductive process","9/655","78/18860",0.115384615384615,3.32237228420435,3.89845801807136,0.00149779309599554,0.0122150116566627,0.00860255206897796,"SULF1/PRDX4/PTGDS/ZWINT/TIMP1/RPS6KA2/TTK/DUSP1/TRIP13",9
"GO:0001101","response to acid chemical","13/655","144/18860",0.0902777777777778,2.59944868532655,3.65451440176255,0.00155125133141552,0.0126305439585367,0.00889519511866874,"SESN1/KLF2/CDO1/GDF10/COL1A1/COL3A1/COL1A2/COL5A2/SLC7A5/NTRK2/EDN1/GCLC/LCN2",13
"GO:0002440","production of molecular mediator of immune response","18/655","236/18860",0.076271186440678,2.19614439125372,3.50741994130069,0.0015577981515983,0.0126633914258959,0.00891832829743545,"CD36/MIF/ANGPT1/INAVA/IL33/HLA-E/PGC/GPI/RBP4/SLC7A5/ACP5/F2RL1/HSPD1/IRAK3/NR4A3/CD55/MMP7/IL6",18
"GO:0046677","response to antibiotic","6/655","37/18860",0.162162162162162,4.66927996698989,4.23761921636484,0.00159066258818736,0.0128682816123022,0.00906262439362638,"HYAL1/HYAL2/SRD5A1/EZH2/ID1/PLA2G4A",6
"GO:0090050","positive regulation of cell migration involved in sprouting angiogenesis","6/655","37/18860",0.162162162162162,4.66927996698989,4.23761921636484,0.00159066258818736,0.0128682816123022,0.00906262439362638,"TGFBR3/JCAD/GATA2/GREM1/AKT3/SRPX2",6
"GO:1900746","regulation of vascular endothelial growth factor signaling pathway","6/655","37/18860",0.162162162162162,4.66927996698989,4.23761921636484,0.00159066258818736,0.0128682816123022,0.00906262439362638,"TNXB/JCAD/ANGPT1/GREM1/SEMA6A/DCN",6
"GO:0061028","establishment of endothelial barrier","7/655","50/18860",0.14,4.03114503816794,4.07082057192244,0.00160896057424904,0.0129954507920115,0.00915218464299555,"EDNRB/CDH5/PECAM1/CLDN5/CLDN3/F2RL1/EDNRA",7
"GO:0002699","positive regulation of immune effector process","20/655","276/18860",0.072463768115942,2.08651399491094,3.44909300977195,0.00163280470660225,0.0131669371540406,0.00927295574006366,"CD36/FCN3/MIF/GATA2/INAVA/IL33/HLA-E/FGR/HLX/PGC/GPI/RBP4/SLC7A5/F2RL1/HSPD1/CADM1/TYROBP/NR4A3/CD55/IL6",20
"GO:0006633","fatty acid biosynthetic process","15/655","181/18860",0.0828729281767956,2.38623423727384,3.55454270147945,0.00166521824887996,0.0134068689686182,0.00944193027614463,"ACADL/ACACB/NME1/MIF/LPL/QKI/PTGDS/PLA2G1B/PDK4/KAT2B/FABP5/ALOX5/CEACAM1/EDN1/PLA2G4A",15
"GO:0006690","icosanoid metabolic process","12/655","128/18860",0.09375,2.69942748091603,3.65931828445189,0.00168328177009238,0.0135306859988287,0.00952912973852345,"DPEP2/MIF/PTGDS/PLA2G1B/FABP5/ALOX5/EDN1/GGTLC1/HPGD/ALOX5AP/CYP2B6/PLA2G4A",12
"GO:0007589","body fluid secretion","10/655","95/18860",0.105263157894737,3.03093611892326,3.7641629890521,0.00169384933529664,0.0135507946823731,0.00954329149309985,"NPR1/CAV1/NME1/CDO1/STK39/KCNN4/SOCS2/AQP1/EDN1/AGR2",10
"GO:1904705","regulation of vascular associated smooth muscle cell proliferation","10/655","95/18860",0.105263157894737,3.03093611892326,3.7641629890521,0.00169384933529664,0.0135507946823731,0.00954329149309985,"RGCC/CALCRL/FGFR2/ADAMTS1/CNN1/MMP9/RGS5/EDN1/NR4A3/HPGD",10
"GO:1905897","regulation of response to endoplasmic reticulum stress","10/655","95/18860",0.105263157894737,3.03093611892326,3.7641629890521,0.00169384933529664,0.0135507946823731,0.00954329149309985,"CAV1/WFS1/PIK3R1/AKT3/CLU/PPP1R15A/ALOX5/PMAIP1/AGR2/MAGEA3",10
"GO:0002702","positive regulation of production of molecular mediator of immune response","13/655","146/18860",0.089041095890411,2.56383979922618,3.59807337437157,0.00175673205613246,0.0140179351992509,0.00987228017791853,"CD36/MIF/INAVA/IL33/HLA-E/PGC/GPI/RBP4/SLC7A5/F2RL1/NR4A3/CD55/IL6",13
"GO:0008361","regulation of cell size","15/655","182/18860",0.0824175824175824,2.37312306014596,3.53073081371627,0.00175825806977819,0.0140179351992509,0.00987228017791853,"SPP1/SEMA5A/MACF1/TRPV2/SEMA3G/AQP4/AKT3/CDH1/STK39/KCNN4/CRABP2/AQP1/IL7R/CXCL12/EDN1",15
"GO:0010948","negative regulation of cell cycle process","22/655","318/18860",0.0691823899371069,1.9920303423112,3.38411307545367,0.0017706628512114,0.0140179351992509,0.00987228017791853,"FAM107A/FHL1/RGCC/KLF4/KANK2/ZWINT/CDC20/CCNB1/CENPF/CDK1/MAD2L1/NEK2/KAT2B/BIRC5/RPS6KA2/BUB1B/BUB1/TTK/DUSP1/EZH2/NDC80/TRIP13",22
"GO:0090068","positive regulation of cell cycle process","20/655","278/18860",0.0719424460431655,2.07150310286122,3.41392708927631,0.00177851928174094,0.0140179351992509,0.00987228017791853,"RGCC/TBX2/RRM2/CDC20/CCNB1/NUSAP1/ECT2/ADAMTS1/CDK1/FEN1/MAD2L1/KAT2B/BIRC5/UBE2C/DLGAP5/AURKA/BUB1/EDN1/EZH2/NDC80",20
"GO:0010715","regulation of extracellular matrix disassembly","5/655","26/18860",0.192307692307692,5.53728714034058,4.39133221558669,0.00178476945817367,0.0140179351992509,0.00987228017791853,"FGFR4/RECK/FAP/TIMP3/IL6",5
"GO:0019755","one-carbon compound transport","5/655","26/18860",0.192307692307692,5.53728714034058,4.39133221558669,0.00178476945817367,0.0140179351992509,0.00987228017791853,"HBB/HBA1/HBA2/CA2/AQP1",5
"GO:0043043","peptide biosynthetic process","5/655","26/18860",0.192307692307692,5.53728714034058,4.39133221558669,0.00178476945817367,0.0140179351992509,0.00987228017791853,"SLC1A1/DMD/SLC7A11/GCLC/MMP7",5
"GO:0048143","astrocyte activation","5/655","26/18860",0.192307692307692,5.53728714034058,4.39133221558669,0.00178476945817367,0.0140179351992509,0.00987228017791853,"AGER/LDLR/C5AR1/ZEB2/IL6",5
"GO:0050926","regulation of positive chemotaxis","5/655","26/18860",0.192307692307692,5.53728714034058,4.39133221558669,0.00178476945817367,0.0140179351992509,0.00987228017791853,"AGER/VEGFD/S1PR1/F2RL1/CXCL12",5
"GO:0051438","regulation of ubiquitin-protein transferase activity","5/655","26/18860",0.192307692307692,5.53728714034058,4.39133221558669,0.00178476945817367,0.0140179351992509,0.00987228017791853,"CDC20/MAD2L1/UBE2C/UBE2S/CDKN2A",5
"GO:0031341","regulation of cell killing","11/655","112/18860",0.0982142857142857,2.82797164667394,3.68032043174806,0.00178561793609505,0.0140179351992509,0.00987228017791853,"AGER/DNASE1L3/HLA-E/CLU/IL7R/F2RL1/CEACAM1/CADM1/TYROBP/CX3CR1/CD55",11
"GO:1904659","D-glucose transmembrane transport","11/655","112/18860",0.0982142857142857,2.82797164667394,3.68032043174806,0.00178561793609505,0.0140179351992509,0.00987228017791853,"ACACB/PID1/PIK3R1/SORBS1/PLA2G1B/GPC3/SLC2A1/FABP5/EDN1/NR4A3/EDNRA",11
"GO:0010827","regulation of D-glucose transmembrane transport","9/655","80/18860",0.1125,3.23931297709924,3.80712060574863,0.00179161998250056,0.0140394398630574,0.00988742506646396,"PID1/PIK3R1/SORBS1/PLA2G1B/GPC3/FABP5/EDN1/NR4A3/EDNRA",9
"GO:0046683","response to organophosphorus","12/655","129/18860",0.0930232558139535,2.67850168649032,3.62844708329877,0.00179885143217645,0.0140394398630574,0.00988742506646396,"DUOX1/THBD/CDO1/PER1/COL1A1/SRD5A1/SLC6A4/AQP1/FOSB/DUSP1/FBP1/FOS",12
"GO:0071706","tumor necrosis factor superfamily cytokine production","16/655","201/18860",0.0796019900497512,2.29205119440963,3.49315781558195,0.00179949963324108,0.0140394398630574,0.00988742506646396,"CD36/AGER/MIF/LPL/ANGPT1/GAS6/PIK3R1/IL33/HLA-E/CLU/ACP5/ZFP36/IRAK3/TYROBP/CX3CR1/IL6",16
